certificate;country;description;director;genre;isEpisode;original title;rating;ratingcount;runtime;stars;title;url;year
France:13, Hong Kong:13+, Japan:G, Singapore:NC16, Taiwan:13+, United Kingdom:U, United Kingdom:PG, United Kingdom:12;Japan;Asami Mizukawa plays Aya, a woman who arrives in Tokyo in her twenties, then grows and changes along with her career and romances through various residential areas in the glittering city.;;Drama;false;Tôkyô Joshi Zukan;8;729;30;Asami Mizukawa, Sumire Ashina, Saki Ohwada;Tokyo Girl (2016);https://www.imdb.com/title/tt7256504/;2016
;Netherlands;Ernst, a man in his thirties has lost his memory after an accident. His parents see this situation as another chance to raise Ernst into a perfect son, and enlist the help of a psychiatrist, a priest and an ideal daughter-in-law t...;Alejandro Agresti;Comedy;false;;8;47;88;Adrian Brine, Arjan Ederveen, Cas Enklaar;Everybody Wants to Help Ernest (1991);https://www.imdb.com/title/tt0176703/;1991
;South Korea;Caught up in anxiety, eight-year-old Chul in school tells his teacher that he is going to the bathroom but runs straight home.;Lee Chang-dong;Short;false;;8;5;28;Park Bo-kyung, Jeon Do-yeon, Kim Geon-U;Heartbeat (2022);https://www.imdb.com/title/tt21919870/;2022
Argentina:Unrated;Argentina;This is a unique made it for the first an last time 24 hs radio show in B.A introducing: a yuppi scum, a Psicho, an ancient, a suicidal boy, a Cab driver, a cop, a delincuent, a gunshot.. Different stories, Same Place.;Ezio Massa, Jorge Bechara, Matías Lago;Comedy, Thriller;false;24 hs en la city;7,9;14;82;Lola Cordero, Rodrigo Aragón, Pablo Turchinsky;24 Hrs. In the City (2003);https://www.imdb.com/title/tt0390804/;2003
;Canada;A fairy is a tiny being with wings that looks like a person but possesses powers of magic and enchantment. According to legend, fairies can change the weather, alter aspects of nature and bestow magical gifts such as intelligence ...;John Walker;Documentary;false;;7,9;97;75;John Walker, Alex Goldie, Ai Yamamoto;The Fairy Faith (2000);https://www.imdb.com/title/tt0276123/;2000
;China;"A story revolving around a fresh graduate who holds an idealistic view of what&apos;s right and wrong, yet realizes that the very institution he chose to serve falls heavily onto a gray area caught in the struggles during chaotic times.";;Action, Drama, Romance;false;Yin mi er wei da;7,9;56;45;Yifeng Li, Gina Chen Jin, Longzheng Wang;Fearless Whispers (2020);https://www.imdb.com/title/tt13430112/;2020
Argentina:13, Argentina:16, Australia:M, Brazil:14, Canada:14, Denmark:12, Finland:K-12, France:Tous publics, Germany:12, Hong Kong:IIA, Iceland:L, India:U, Italy:T, Mexico:C, Mexico:B, Netherlands:AL, Norway:9, Norway:15, Poland:12, Portugal:M/12, Singapore:M18, South Korea:15, Spain:13, Sweden:11, Taiwan:R-12, Turkey:15+, United Kingdom:15, United States:R;France;A woman struggles to find a way to live her life after the death of her husband and child.;Krzysztof Kieslowski;Drama, Music, Mystery;false;Trois couleurs: Bleu;7,9;103018;94;Juliette Binoche, Zbigniew Zamachowski, Julie Delpy;Three Colors: Blue (1993);https://www.imdb.com/title/tt0108394/;1993
Argentina:16, Australia:PG, Brazil:Livre, Finland:K-16, France:Tous publics, Italy:VM16, Japan:G, Netherlands:12, Netherlands:18, Norway:9, Norway:16, Poland:16, Portugal:M/12, Singapore:PG, Spain:16, Sweden:15, United Kingdom:A, United Kingdom:PG, United States:Not Rated, West Germany:16;France;A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.;Louis Malle;Crime, Drama, Thriller;false;"Ascenseur pour l&apos;échafaud";7,9;26190;91;Jeanne Moreau, Maurice Ronet, Georges Poujouly;Elevator to the Gallows (1958);https://www.imdb.com/title/tt0051378/;1958
Argentina:13, Canada:G, Finland:S, Finland:K-16, France:Tous publics, Germany:16, Greece:K-12, Hungary:16, Italy:T, Japan:G, Mexico:S/C, Netherlands:14, Norway:A, Portugal:M/12, Singapore:NC16, Spain:13, Sweden:15, United Kingdom:PG, United Kingdom:A, United States:Not Rated, United States:TV-14;France;Cleo, a singer and hypochondriac, becomes increasingly worried that she might have cancer while awaiting test results from her doctor.;Agnès Varda;Comedy, Drama, Music;false;Cléo de 5 à 7;7,9;22876;90;Corinne Marchand, Antoine Bourseiller, Dominique Davray;Cléo from 5 to 7 (1962);https://www.imdb.com/title/tt0055852/;1962
Germany:6;France;Various adventures featuring a horse, cowboy and indian, along with other friends.;;Animation, Short, Comedy;false;;7,9;370;4;David Holt, Stéphane Aubier, Vincent Patar;Panique au village (2002);https://www.imdb.com/title/tt0298495/;2002
United States:E;France;Sonic must save the past, present, and future of Little Planet, as well as rescue Amy Rose from his evil double, Metal Sonic.;Naoto Ohshima;Animation, Action, Adventure;false;Sonic CD;7,9;1000;;Kaneta Kimotsuki, Michiko Nomura, Masato Nishimura;Sonic the Hedgehog CD (1993);https://www.imdb.com/title/tt0296860/;1993
;France;At the age of 15, Florian thinks he can communicate with the dead through fire. That belief makes him the weirdo in the village where he lives. One day, by dint of being called a monster - he becomes one.;Théo Degen;Short;false;"L&apos;enfant salamandre";7,9;22;26;Elsa Blero, Florian Villez, Vincent Villez;The Salamander Child (2021);https://www.imdb.com/title/tt15018628/;2021
Argentina:16, Australia:M, Brazil:14, Canada:PG, Chile:14, Colombia:15, Denmark:11, Finland:K-12, France:Tous publics, Germany:12, Hong Kong:IIA, Hungary:12, India:UA, Ireland:12A, Israel:ALL, Italy:T, Japan:G, Lithuania:N-13, Malaysia:U, Mexico:B, Netherlands:12, New Zealand:R13, Norway:12, Poland:16, Portugal:M/16, Russia:16+, Singapore:NC-16, South Africa:13, South Korea:15, Spain:12, Sweden:15, Switzerland:14, Switzerland:14, Turkey:13+, United Kingdom:12A, United Kingdom:12, United States:PG-13;Germany;"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple&apos;s bond of love is severely tes...";Michael Haneke;Drama;false;;7,9;101119;127;Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert;Amour (2012);https://www.imdb.com/title/tt1602620/;2012
;Greece;A 53 minute documentary following the construction of a traditional Greek sailing boat from the beginning (Syman vessel with Junk sails). Apart from describing the techniques used on the construction procedure and the excellence o...;Foivos Kontogiannis;Documentary;false;Athina ek tou midenos;7,9;13;52;;Athena Ex Nihilo (2013);https://www.imdb.com/title/tt2516336/;2013
India:UA 16+;India;Joy is a man who seems to have a mysterious connection with nature. One day he arrives in Puthuvype, and the people there recount stories about him. No one knows where he came from and no one knows where he was going either.;Krishand;Thriller;false;;7,9;404;115;Ajayaghosh, Sreejith Babu, Sreenath Babu;The Arbit Documentation of An Amphibian Hunt: Aavasavyuham (2022);https://www.imdb.com/title/tt15939240/;2022
India:12+, Singapore:NC16;India;"Imagine a night in with 4 girls. Now imagine doing that for 4 years. In a building full of girls that is a Girl&apos;s Hostel. Live the Dushmani, the Dosti, the Pyaar, the Bhasad.";;Comedy, Drama;false;;7,9;4023;23;Parul Gulati, Ahsaas Channa, Simran Natekar;Girls Hostel (2018);https://www.imdb.com/title/tt9401936/;2018
Australia:M, Canada:G, New Zealand:M, New Zealand:PG, Singapore:PG, South Korea:15, United States:TV-PG;Japan;In a world of airships and civil war, two messengers come across a special girl who will change the course of history.;;Animation, Action, Adventure;false;;7,9;3699;;Mayumi Asano, Chiwa Saitô, Paul St. Peter;Last Exile (2003);https://www.imdb.com/title/tt0390733/;2003
Australia:PG, Brazil:12, Canada:PG, France:12, Germany:12, Hong Kong:IIA, Japan:PG-12, Philippines:PG-13, Singapore:PG, South Africa:PG, South Korea:12, United Kingdom:PG, United States:TV-PG;Philippines;"David &quot;JR&quot; Garcia Jr. was born into a poor family. His father, David Garcia Sr., deserted his mother before he was born because his wife Ingrid Garcia was pregnant with David &quot;Dave&quot; Garcia Jr. When Audrey King and her family went ...";;Drama;false;Tayong dalawa;7,9;66;;Jake Cuenca, Gerald Anderson, Kim Chiu;The Two of Us (2009);https://www.imdb.com/title/tt1389707/;2009
Russia:18+;Russia;Ancient demon reborn from the black book. Demon was a part of young guy named Evgeniy. He started to kill everybody, who call to Evgeniy.;Sergey A., Evgeniy Mishukhin;Short, Horror, Thriller;false;;7,9;47;7;Sergey A., Evgeniy Mishukhin;Black Book (2016);https://www.imdb.com/title/tt6082116/;2016
Japan:G;Brazil;"In an original and linear way, it shows the life and work of the famous author, I share with Vinícius de Moraes, &quot;Girl from Ipanema&quot; one of the 5 most re-recorded and played songs in the world, worshiped by Sinatra and many others .";Dora Jobim, Nelson Pereira dos Santos;Documentary, Biography, Music;false;A Música Segundo Tom Jobim;7,8;224;84;Antonio Carlos Jobim, Elis Regina, Oscar Peterson;The Music According to Antonio Carlos Jobim (2012);https://www.imdb.com/title/tt2399493/;2012
;Estonia;A late visit to an office building suddenly takes an unexpected turn, involving police and a legendary rock-star.;Heigo Lepla;Short, Action, Crime;false;;7,8;17;23;Henri Kass, Ivo Linna, Diana Mikita;Priceless (2012);https://www.imdb.com/title/tt2375431/;2012
France:Tous publics, Peru:Apt, Spain:A/i;France;"&quot;Ernest and Célestine, the Collection&quot; presents the original and exciting adventures of a big offbeat bear and a mischievous little mouse.";;Animation, Family;false;Ernest et Célestine, la collection;7,8;160;13;Xavier Fagnon, Pauline Brunner;Ernest and Célestine, The Collection (2017);https://www.imdb.com/title/tt6213220/;2017
Argentina:16, Australia:PG, Canada:PG, Finland:K-16, France:Tous publics, Iceland:L, Italy:T, Japan:G, Mexico:B, Norway:16, Singapore:PG, Sweden:11, United Kingdom:PG, United Kingdom:12, United States:Not Rated, West Germany:12;France;"The story of a mistreated donkey and the people around him. A study on saintliness and a sister piece to Bresson&apos;s Mouchette.";Robert Bresson;Drama;false;;7,8;20644;95;Anne Wiazemsky, Walter Green, François Lafarge;Au hasard Balthazar (1966);https://www.imdb.com/title/tt0060138/;1966
;France;"This 74 minute documentary captures the film&apos;s beginnings on storyboards and goes through every creative step. No interviews, no observations, no recalling memories. There&apos;s just footage of whatever happened as it was happening: i...";Julien Lecat;Documentary;false;Une année au front;7,8;65;74;Jean-Pierre Jeunet, Audrey Tautou, Gaspard Ulliel;A Year at the Front: Behind the Scenes of 'A Very Long Engagement' (2005);https://www.imdb.com/title/tt0461412/;2005
;France;Germans and Nazi fraternizes are publicly denigrated amid the celebration after World War II has ended.;Jean-Gabriel Périot;Short;false;;7,8;93;9;;Eût-elle été criminelle... (2006);https://www.imdb.com/title/tt0851368/;2006
;Greece;After a global disaster, a man wakes up among the ruins, in a dystopic environment. Finding his brother dead he realizes that he may be the only survivor on Earth. While struggling to survive, he soon finds out that life is incomp...;Nikos Kourous;Short, Sci-Fi;false;Den yparhei oxygono;7,8;823;32;Vassiliki Balodimou, Eleni Chalvatzi, Eva Chalvatzi;No Oxygen (2021);https://www.imdb.com/title/tt14670272/;2021
Argentina:Atp, Japan:12, Mexico:TV-PG;Japan;Teenager Koji Kabuto pilots the amazing super-robot Mazinger Z to avenge its inventor (his grandfather) against the Mycene Empire, led by the evil mad scientist Doctor Hell.;;Action, Animation, Sci-Fi;false;Majingâ Zetto;7,8;1384;30;Jôji Yanami, Hiroya Ishimaru, Isamu Tanonaka;Mazinger Z (1972);https://www.imdb.com/title/tt0169473/;1972
Australia:PG, Canada:PG, Canada:G, Germany:12, Hong Kong:IIA, Indonesia:13+, Italy:T, Mexico:A, New Zealand:PG, Philippines:PG-13, Singapore:PG13, South Korea:All, Spain:12, United Kingdom:12, United States:TV-14;Japan;A former Marine stands in the way of the Straw Hat Pirates.;Tatsuya Nagamine;Animation, Action, Adventure;false;;7,8;7766;108;Mayumi Tanaka, Kazuya Nakai, Akemi Okamura;One Piece Film Z (2012);https://www.imdb.com/title/tt2375379/;2012
;Japan;In a post-apocalyptic future, a group of soldiers is sent to a ghost city to destroy an automated sentry.;Hajime Katoki;Short, Action, Drama;false;;7,8;20;25;;A Farewell to Arms (2013);https://www.imdb.com/title/tt15445964/;2013
Argentina:13, Australia:M, Brazil:12, Canada:PG, Canada:14A, Canada:PG, Canada:G, Denmark:7, Germany:12, Hungary:16, India:UA, Italy:T, Mexico:B, Netherlands:6, New Zealand:M, Norway:12, Poland:13, Russia:16+, Singapore:PG, South Korea:12, Spain:13, Sweden:7, Switzerland:12, Switzerland:12, United Kingdom:12, United States:PG-13, United Arab Emirates:16+;Japan;On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.;Satoshi Kon;Animation, Adventure, Comedy;false;Tôkyô goddofâzâzu;7,8;41156;92;Tôru Emori, Yoshiaki Umegaki, Aya Okamoto;Tokyo Godfathers (2003);https://www.imdb.com/title/tt0388473/;2003
;South Africa;Set in Alexandra township, South Africa, a brother and sister journey through life knowing they have no one but each other. Schoolgirl Zanele falls in love with an older man where a series of events are set in motion and reveal mu...;Ernest Nkosi;Drama;false;Thina Sobabili: The Two of Us;7,8;29;94;Emmanuel Nkosinathi Gweva, Busisiwe Mtshali, Mpho Modikoane;The Two of Us (2014);https://www.imdb.com/title/tt3718188/;2014
Argentina:Atp, Finland:K-8, France:Tous publics, Singapore:M18, Sweden:15, West Germany:12;Soviet Union;"A timeless Carpathian story - the young Ivan falls in love with the daughter of his father&apos;s killer among the Hutsul people of Ukraine.";Sergei Parajanov;Drama, Romance;false;Tini zabutykh predkiv;7,8;7500;97;Ivan Mikolaychuk, Larisa Kadochnikova, Tatyana Bestayeva;Shadows of Forgotten Ancestors (1965);https://www.imdb.com/title/tt0058642/;1965
Finland:K-16, France:Tous publics, Sweden:15, United Kingdom:X, West Germany:12;West Germany;Having doubts about the guilt of the obvious suspect in the murder of an eight year old girl, a police detective decides to investigate the case on his own.;Ladislao Vajda;Crime, Drama, Thriller;false;Es geschah am hellichten Tag;7,8;5082;97;Heinz Rühmann, Sigfrit Steiner, Siegfried Lowitz;It Happened in Broad Daylight (1958);https://www.imdb.com/title/tt0051588/;1958
Argentina:16, Australia:MA15+, Brazil:16, Canada:18A, Colombia:15, Finland:K-12, France:Tous publics, Germany:12, Hong Kong:III, Hungary:16, Italy:T, Mexico:B-15, Netherlands:12, New Zealand:M, Portugal:M/16, Singapore:M18, South Korea:18, Spain:16, Sweden:15, Switzerland:14, Turkey:18+, United Kingdom:15, United States:Not Rated;Belgium;"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He&apos;s a romantic atheist, she&apos;s a religious realist. When their daughter becomes seriously ill, their love is put on trial.";Felix van Groeningen;Drama, Music, Romance;false;;7,7;41456;111;Veerle Baetens, Johan Heldenbergh, Nell Cattrysse;The Broken Circle Breakdown (2012);https://www.imdb.com/title/tt2024519/;2012
